Courier_id,Location_id,Stop_Type,Arrival_time,Departure_time,Amount,Order_id
D0216,A055,site,0,0,0,
D0216,B1091,ecommerce_delivery,155,175,24,F1128
D0216,B3517,ecommerce_delivery,177,198,27,F1157
D0216,B0145,ecommerce_delivery,238,257,20,F6590
D0216,B1143,ecommerce_delivery,324,356,80,F7358
D0216,S629,shop,433,442,2,E4592
D0216,B3644,delivery,443,452,2,E4375
D0216,S630,shop,453,461,1,E4609
D0216,S633,shop,479,489,3,E4657
D0216,S614,shop,530,538,1,E4395
D0216,S630,shop,553,563,3,E4620
D0216,S633,shop,587,597,3,E4656
D0224,A105,site,0,0,0,
D0224,B3319,ecommerce_delivery,216,234,18,F3549
D0224,B8674,ecommerce_delivery,237,251,9,F3646
D0224,B6079,ecommerce_delivery,318,339,28,F7473
D0224,B6339,ecommerce_delivery,392,406,9,F8794
D0224,B7742,ecommerce_delivery,418,442,40,F8984
D0224,S634,shop,556,567,4,E4675
D0232,A116,site,0,0,0,
D0232,B7921,ecommerce_delivery,181,203,32,F1197
D0232,B1852,ecommerce_delivery,214,225,4,F6608
D0232,B5260,ecommerce_delivery,237,251,8,F6644
D0232,B6175,ecommerce_delivery,254,273,23,F6658
D0232,B3417,ecommerce_delivery,320,338,17,F7415
D0232,B9058,ecommerce_delivery,344,361,15,F7525
D0232,B7088,ecommerce_delivery,414,435,27,F8975
D0232,S521,shop,549,557,1,E3717
D0240,A103,site,0,0,0,
D0240,B0852,ecommerce_delivery,194,208,9,F3499
D0240,B2879,ecommerce_delivery,237,245,1,F3541
D0240,B4607,ecommerce_delivery,266,277,4,F3572
D0240,B7197,ecommerce_delivery,321,335,9,F7495
D0240,S619,shop,420,430,2,E4466
D0240,B3644,delivery,430,438,1,E4529
D0240,S612,shop,442,451,2,E4360
D0240,B2451,delivery,453,462,2,E4540
D0240,S614,shop,519,527,1,E4398
D0240,S617,shop,532,540,1,E4428
D0248,A104,site,0,0,0,
D0248,B3457,ecommerce_delivery,85,104,24,F0448
D0248,B8094,ecommerce_delivery,114,128,9,F0504
D0248,B3564,ecommerce_delivery,158,176,19,F1158
D0248,B6677,ecommerce_delivery,242,255,7,F3614
D0248,B5392,ecommerce_delivery,306,318,6,F7458
D0248,B5500,ecommerce_delivery,389,414,42,F8784
D0248,B8939,ecommerce_delivery,430,445,12,F8992
D0248,S615,shop,527,535,1,E4410
D0256,A001,site,0,0,0,
D0256,B5249,ecommerce_delivery,107,130,36,F0474
D0256,B6423,ecommerce_delivery,222,239,15,F3608
D0256,B2586,ecommerce_delivery,298,314,13,F7392
D0256,B5627,ecommerce_delivery,326,342,14,F7465
D0256,B8963,ecommerce_delivery,405,415,3,F8828
D0256,B6353,ecommerce_delivery,422,430,1,F8967
D0256,S629,shop,516,524,1,E4584
D0264,A102,site,0,0,0,
D0264,B5768,ecommerce_delivery,171,192,30,F3598
D0264,B5425,ecommerce_delivery,258,274,13,F7459
D0264,B6631,ecommerce_delivery,331,350,22,F1182
D0264,B1911,ecommerce_delivery,355,369,9,F1138
D0264,B4189,ecommerce_delivery,391,405,9,F8955
D0272,A071,site,0,0,0,
D0272,B6196,ecommerce_delivery,205,220,10,F3606
D0272,B2156,ecommerce_delivery,223,241,19,F3525
D0272,B3497,ecommerce_delivery,322,344,33,F7416
D0272,B8731,ecommerce_delivery,407,418,3,F8822
D0272,S103,shop,530,539,2,E1451
D0280,A018,site,0,0,0,
D0280,B0507,ecommerce_delivery,39,61,31,F0409
D0280,B1642,ecommerce_delivery,73,100,57,F0422
D0280,B3590,ecommerce_delivery,112,125,8,F0451
D0280,B7271,ecommerce_delivery,128,150,34,F0493
D0280,B6856,ecommerce_delivery,181,201,25,F1184
D0280,B2807,ecommerce_delivery,288,313,47,F7398
D0280,S639,shop,316,324,1,E4718
D0280,B8656,ecommerce_delivery,356,367,3,F6679
D0280,B2045,ecommerce_delivery,372,388,13,F6610
D0280,B2794,delivery,452,460,1,E4522
D0288,A006,site,0,0,0,
D0288,B1655,ecommerce_delivery,67,83,15,F0423
D0288,B4702,ecommerce_delivery,106,129,34,F0466
D0288,B3366,ecommerce_delivery,168,194,49,F1156
D0288,B1704,ecommerce_delivery,260,287,51,F6606
D0288,B0843,ecommerce_delivery,319,348,67,F7351
D0288,S627,shop,429,439,2,E4547
D0288,B6083,delivery,457,467,2,E3271
D0296,A063,site,0,0,0,
D0296,B0144,ecommerce_delivery,130,156,48,F1116
D0296,B6060,ecommerce_delivery,179,203,39,F1177
D0296,B8425,ecommerce_delivery,244,254,3,F6675
D0296,B2774,ecommerce_delivery,260,275,10,F6618
D0296,B3120,ecommerce_delivery,309,323,9,F7405
D0296,B8145,ecommerce_delivery,328,339,4,F7511
D0296,S619,shop,394,402,1,E4472
D0296,B3644,delivery,403,411,1,E4373
D0296,S613,shop,413,421,1,E4364
D0296,S613,shop,421,429,1,E4378
D0296,S612,shop,430,442,5,E4359
D0296,B2451,delivery,444,452,1,E4474
D0296,B2451,delivery,452,460,1,E4541
D0296,B2451,delivery,460,470,3,E4386
D0304,A113,site,0,0,0,
D0304,B3157,ecommerce_delivery,228,248,24,F3545
D0304,B7949,ecommerce_delivery,297,323,52,F8989
D0304,B0107,ecommerce_delivery,324,347,36,F8918
D0304,B5427,ecommerce_delivery,415,427,6,F7460
D0312,A023,site,0,0,0,
D0312,B4147,ecommerce_delivery,112,144,84,F0460
D0312,B2649,ecommerce_delivery,165,183,19,F1146
D0312,B9069,ecommerce_delivery,277,285,1,F3656
D0312,B8150,ecommerce_delivery,296,307,5,F6672
D0312,B6459,ecommerce_delivery,338,348,3,F7483
D0312,S634,shop,355,363,1,E4661
D0312,B4951,delivery,366,374,1,E4694
D0312,S634,shop,377,386,2,E4669
D0312,S634,shop,386,394,1,E4678
D0312,S635,shop,454,462,1,E4702
D0312,S634,shop,463,471,1,E4659
D0312,B2807,delivery,474,482,1,E4662
D0312,S634,shop,490,498,1,E4662
D0312,S634,shop,529,538,2,E4665
D0320,A027,site,0,0,0,
D0320,B4963,ecommerce_delivery,169,182,7,F1169
D0320,B4178,ecommerce_delivery,258,269,4,F3565
D0320,B3815,ecommerce_delivery,315,334,22,F7426
D0320,S618,shop,422,430,1,E4447
D0320,S619,shop,430,439,2,E4469
D0320,B4435,delivery,440,448,1,E4594
D0320,B3253,delivery,451,460,2,E4556
D0320,S617,shop,462,475,8,E4434
D0320,B0634,delivery,475,483,1,E4629
D0320,B3923,delivery,486,499,7,E4647
D0328,A082,site,0,0,0,
D0328,B0719,ecommerce_delivery,42,69,54,F0411
D0328,B2865,ecommerce_delivery,83,108,46,F0437
D0328,B6287,ecommerce_delivery,118,140,31,F0483
D0328,B5611,ecommerce_delivery,182,205,34,F1175
D0328,B1906,ecommerce_delivery,276,292,12,F6609
D0328,B0019,ecommerce_delivery,320,336,14,F7331
D0328,B5538,ecommerce_delivery,341,361,24,F7462
D0328,S627,shop,449,457,1,E4542
D0328,B0841,delivery,459,467,1,E4633
D0328,S621,shop,470,478,1,E4486
D0336,A017,site,0,0,0,
D0336,B1915,ecommerce_delivery,219,238,23,F3520
D0336,B4432,ecommerce_delivery,241,259,17,F3570
D0336,B9156,ecommerce_delivery,331,339,1,F7526
D0336,B6131,ecommerce_delivery,409,424,11,F8966
D0336,S610,shop,451,459,1,E4326
D0336,B5751,delivery,462,470,1,E4350
D0344,A054,site,0,0,0,
D0344,B7986,ecommerce_delivery,116,138,31,F0501
D0344,B0699,ecommerce_delivery,153,167,10,F4248
D0344,B4754,ecommerce_delivery,278,288,3,F7447
D0344,B1445,ecommerce_delivery,309,318,2,F7367
D0344,B6791,ecommerce_delivery,360,371,4,F6664
D0344,S613,shop,396,404,1,E4379
D0344,B3253,delivery,406,414,1,E4406
D0344,S618,shop,416,425,2,E4444
D0344,S624,shop,425,433,1,E4520
D0344,S619,shop,434,443,2,E4458
D0344,B3644,delivery,443,453,2,E4549
D0344,B3644,delivery,453,461,1,E4619
D0344,B3644,delivery,461,469,1,E4584
D0352,A029,site,0,0,0,
D0352,B9037,ecommerce_delivery,185,206,29,F1206
D0352,B3259,ecommerce_delivery,217,227,3,F6621
D0352,B5690,ecommerce_delivery,247,263,12,F6650
D0352,B6355,ecommerce_delivery,323,338,12,F7481
D0352,B2397,ecommerce_delivery,342,354,5,F7385
D0352,S615,shop,409,417,1,E4409
D0352,S621,shop,418,426,1,E4494
D0352,B4435,delivery,426,436,2,E4535
D0352,S619,shop,436,447,3,E4460
D0352,S613,shop,448,456,1,E4371
D0352,B2451,delivery,457,465,1,E4510
D0352,B2451,delivery,465,473,1,E4363
D0352,B3644,delivery,474,483,2,E4650
D0360,A088,site,0,0,0,
D0360,B3101,ecommerce_delivery,75,97,31,F0443
D0360,B6420,ecommerce_delivery,99,114,12,F0485
D0360,B2690,ecommerce_delivery,153,173,25,F1148
D0360,B0440,ecommerce_delivery,258,277,20,F6593
D0360,B5831,ecommerce_delivery,290,307,16,F6652
D0360,B4495,ecommerce_delivery,329,346,16,F7444
D0360,S628,shop,430,439,2,E4556
D0360,S629,shop,440,448,1,E4569
D0360,S629,shop,448,456,1,E4579
D0360,B3644,delivery,457,465,1,E4410
D0360,B3253,delivery,467,477,2,E4348
D0368,A124,site,0,0,0,
D0368,B3278,ecommerce_delivery,86,97,4,F0445
D0368,B6593,ecommerce_delivery,113,133,24,F0488
D0368,B4967,ecommerce_delivery,172,192,24,F1170
D0368,B1329,ecommerce_delivery,280,295,11,F6602
D0368,B0184,ecommerce_delivery,305,326,29,F7336
D0368,S617,shop,412,424,7,E4418
D0368,S617,shop,424,437,7,E4425
D0368,B4435,delivery,439,448,2,E4501
D0368,B3644,delivery,449,459,3,E4620
D0368,B3644,delivery,459,472,7,E4430
D0368,S613,shop,474,483,2,E4381
D0376,A055,site,0,0,0,
D0376,B1133,ecommerce_delivery,140,162,31,F1129
D0376,B6083,ecommerce_delivery,173,200,54,F1178
D0376,B3968,ecommerce_delivery,255,267,6,F6635
D0376,B2959,ecommerce_delivery,338,364,49,F7403
D0376,S619,shop,448,459,4,E4471
D0376,B3644,delivery,460,469,2,E4621
D0376,B3644,delivery,469,477,1,E4530
D0384,A008,site,0,0,0,
D0384,B0081,ecommerce_delivery,9,27,19,F0402
D0384,B1302,ecommerce_delivery,34,54,25,F0418
D0384,B0335,ecommerce_delivery,61,81,24,F0406
D0384,B6309,ecommerce_delivery,92,111,23,F0484
D0384,B3057,ecommerce_delivery,125,137,6,F0442
D0384,B7285,ecommerce_delivery,164,193,63,F1188
D0384,B4867,ecommerce_delivery,251,266,10,F6642
D0384,B0861,ecommerce_delivery,280,291,4,F7353
D0384,B4426,ecommerce_delivery,301,317,12,F7440
D0384,S612,shop,389,398,2,E4349
D0384,B0356,delivery,406,416,2,E4370
D0384,S611,shop,422,430,1,E4330
D0384,S613,shop,434,443,2,E4368
D0384,B2451,delivery,443,451,1,E4486
D0384,B2451,delivery,451,460,2,E4488
D0392,A060,site,0,0,0,
D0392,B3378,ecommerce_delivery,124,141,17,F8947
D0392,B1538,ecommerce_delivery,171,190,23,F1133
D0392,B6515,ecommerce_delivery,192,211,23,F1181
D0392,B5697,ecommerce_delivery,245,265,26,F8785
D0392,B3737,ecommerce_delivery,274,294,24,F8764
D0392,B2094,ecommerce_delivery,298,313,12,F8741
D0392,B8977,ecommerce_delivery,371,383,5,F3654
D0400,A047,site,0,0,0,
D0400,B3665,ecommerce_delivery,172,194,32,F1159
D0400,B6638,ecommerce_delivery,252,270,19,F3612
D0400,B3527,ecommerce_delivery,328,342,9,F7417
D0400,S630,shop,423,431,1,E4614
D0400,S614,shop,432,444,5,E4390
D0400,S621,shop,445,453,1,E4484
D0400,B3644,delivery,453,464,3,E4393
D0400,B3644,delivery,464,473,2,E4335
D0400,B3644,delivery,473,481,1,E4559
D0408,A061,site,0,0,0,
D0408,B0109,ecommerce_delivery,153,169,14,F3484
D0408,B0487,ecommerce_delivery,187,218,70,F3492
D0408,B0257,ecommerce_delivery,226,241,11,F3488
D0408,B7568,ecommerce_delivery,254,265,4,F3627
D0408,B9011,ecommerce_delivery,320,337,15,F7522
D0408,B8612,ecommerce_delivery,422,443,28,F8991
D0416,A075,site,0,0,0,
D0416,B5642,ecommerce_delivery,243,255,6,F3592
D0416,B8318,ecommerce_delivery,325,347,35,F7514
D0416,S617,shop,413,427,8,E4427
D0416,B3923,delivery,429,439,2,E4592
D0416,B0007,delivery,442,451,2,E4338
D0416,B2451,delivery,453,464,3,E4649
D0416,B2451,delivery,464,472,1,E4487
D0424,A124,site,0,0,0,
D0424,B3775,ecommerce_delivery,104,119,11,F0453
D0424,B7997,ecommerce_delivery,124,145,27,F0502
D0424,B5355,ecommerce_delivery,180,198,21,F1173
D0424,B8351,ecommerce_delivery,228,243,13,F6674
D0424,B1444,ecommerce_delivery,247,272,41,F6603
D0424,B3362,ecommerce_delivery,313,325,5,F7414
D0424,B6835,ecommerce_delivery,338,350,5,F7489
D0424,S612,shop,404,414,3,E4358
D0424,B3253,delivery,417,426,2,E4388
D0424,B4435,delivery,429,437,1,E4523
D0424,S613,shop,439,448,2,E4372
D0424,B2451,delivery,449,457,1,E4489
D0424,B3818,delivery,480,488,1,E3717
D0432,A124,site,0,0,0,
D0432,B5059,ecommerce_delivery,115,133,21,F0470
D0432,B2810,ecommerce_delivery,170,200,67,F1151
D0432,B0926,ecommerce_delivery,295,327,82,F7356
D0432,S636,shop,343,352,2,E4708
D0432,B6418,ecommerce_delivery,394,405,5,F6661
D0432,B2348,ecommerce_delivery,435,451,13,F6613
D0432,B3259,delivery,478,486,1,E4389
D0440,A082,site,0,0,0,
D0440,B2712,ecommerce_delivery,56,69,7,F6328
D0440,B4226,ecommerce_delivery,136,167,73,F0462
D0440,B2504,ecommerce_delivery,182,192,3,F7389
D0440,B3818,ecommerce_delivery,203,225,34,F7427
D0440,B2837,ecommerce_delivery,241,253,5,F0436
D0440,B0853,ecommerce_delivery,270,293,38,F0413
D0440,B7461,ecommerce_delivery,336,352,12,F8981
D0440,B1559,ecommerce_delivery,354,380,48,F8929
D0448,A033,site,0,0,0,
D0448,B4585,ecommerce_delivery,69,81,5,F4258
D0448,B1196,ecommerce_delivery,102,126,41,F0416
D0448,B3382,ecommerce_delivery,132,149,15,F0446
D0448,B6435,ecommerce_delivery,169,182,7,F0486
D0448,B3102,ecommerce_delivery,237,254,16,F7404
D0448,B6251,ecommerce_delivery,257,277,25,F7480
D0448,B1684,ecommerce_delivery,286,301,10,F7371
D0448,B0518,ecommerce_delivery,307,322,12,F7343
D0448,S609,shop,349,360,4,E4320
D0448,B2643,delivery,365,374,2,E4329
D0448,B5102,ecommerce_delivery,400,415,12,F8961
D0456,A017,site,0,0,0,
D0456,B7061,ecommerce_delivery,237,249,6,F3621
D0456,B2090,ecommerce_delivery,253,267,9,F3523
D0456,B0821,ecommerce_delivery,327,338,3,F8721
D0456,B2522,ecommerce_delivery,344,369,45,F8746
D0456,B5225,ecommerce_delivery,377,394,15,F8780
D0456,B6784,ecommerce_delivery,404,419,11,F8800
D0456,S131,shop,567,575,1,E1549
D0464,A095,site,0,0,0,
D0464,B3565,ecommerce_delivery,255,265,2,F3554
D0464,B5235,ecommerce_delivery,348,364,12,F7457
D0464,S613,shop,451,459,1,E4377
D0464,S621,shop,461,469,1,E4498
D0464,B4435,delivery,469,479,2,E4500
D0472,A029,site,0,0,0,
D0472,B9114,ecommerce_delivery,200,210,2,F3658
D0472,B9146,ecommerce_delivery,248,265,15,F1207
D0472,B3548,ecommerce_delivery,309,321,5,F7418
D0472,B6403,ecommerce_delivery,335,348,7,F7482
D0472,B2338,ecommerce_delivery,399,417,19,F8937
D0472,B7273,ecommerce_delivery,420,435,10,F8978
D0480,A061,site,0,0,0,
D0480,B0192,ecommerce_delivery,168,184,13,F3486
D0480,B1309,ecommerce_delivery,210,224,9,F3508
D0480,B3427,ecommerce_delivery,247,266,22,F3552
D0480,B2881,ecommerce_delivery,317,339,30,F7399
D0480,S629,shop,424,432,1,E4571
D0480,S621,shop,432,440,1,E4487
D0480,S618,shop,441,450,2,E4446
D0480,B3644,delivery,450,458,1,E4585
D0480,B3253,delivery,461,469,1,E4369
D0480,B0096,delivery,504,514,2,E4551
D0488,A048,site,0,0,0,
D0488,B4304,ecommerce_delivery,167,188,28,F1163
D0488,B2688,ecommerce_delivery,242,256,9,F3538
D0488,B4609,ecommerce_delivery,287,301,9,F6639
D0488,B6148,ecommerce_delivery,337,365,62,F7475
D0488,S619,shop,447,458,4,E4468
D0488,B3253,delivery,460,471,3,E4576
D0488,B3253,delivery,471,479,1,E4557
D0496,A121,site,0,0,0,
D0496,B6787,ecommerce_delivery,108,126,19,F0489
D0496,B3257,ecommerce_delivery,164,183,19,F1155
D0496,B8230,ecommerce_delivery,250,261,4,F3639
D0496,B2575,ecommerce_delivery,309,323,9,F7391
D0496,B7294,ecommerce_delivery,329,352,35,F7501
D0496,S617,shop,432,443,4,E4419
D0496,B3644,delivery,445,454,2,E4372
D0496,S629,shop,455,463,1,E4582
D0496,S629,shop,463,472,2,E4589
D0496,B3644,delivery,473,484,4,E4548
D0504,A030,site,0,0,0,
D0504,B7796,ecommerce_delivery,205,213,1,F3632
D0504,B1488,ecommerce_delivery,222,236,9,F3512
D0504,B0687,ecommerce_delivery,256,283,51,F3495
D0504,B1828,ecommerce_delivery,331,353,32,F8737
D0504,B4103,ecommerce_delivery,356,380,40,F8770
D0504,B8500,ecommerce_delivery,387,409,31,F8820
D0504,S198,shop,523,533,3,E1819
D0512,A021,site,0,0,0,
D0512,B0216,ecommerce_delivery,123,149,48,F1117
D0512,B1930,ecommerce_delivery,155,170,11,F1139
D0512,B6957,ecommerce_delivery,187,199,6,F1186
D0512,B0297,ecommerce_delivery,218,234,14,F6591
D0512,B4591,ecommerce_delivery,260,269,2,F6638
D0512,B9024,ecommerce_delivery,279,288,2,F6683
D0512,B3602,ecommerce_delivery,319,334,12,F7419
D0512,B8532,ecommerce_delivery,337,348,3,F7518
D0512,S619,shop,417,428,4,E4457
D0512,S622,shop,428,436,1,E4515
D0512,B3644,delivery,437,446,2,E4496
D0512,B4435,delivery,447,456,2,E4628
D0512,S620,shop,457,465,1,E4474
D0512,B3253,delivery,467,475,1,E4615
D0520,A100,site,0,0,0,
D0520,B2890,ecommerce_delivery,82,95,8,F0438
D0520,B3981,ecommerce_delivery,109,129,27,F0457
D0520,B4508,ecommerce_delivery,156,175,22,F1165
D0520,B0392,ecommerce_delivery,267,282,12,F6592
D0520,B3876,ecommerce_delivery,286,304,18,F6632
D0520,B4143,ecommerce_delivery,315,333,18,F7435
D0520,S617,shop,413,426,7,E4424
D0520,S617,shop,426,437,4,E4417
D0520,B3253,delivery,439,448,2,E4467
D0520,B3253,delivery,448,457,2,E4558
D0520,B3923,delivery,459,472,7,E4436
D0528,A019,site,0,0,0,
D0528,B2456,ecommerce_delivery,168,192,39,F8938
D0528,B2327,ecommerce_delivery,213,227,10,F1142
D0528,B8272,ecommerce_delivery,229,248,21,F1202
D0528,B6773,ecommerce_delivery,263,277,9,F6663
D0528,B3075,ecommerce_delivery,286,301,12,F6619
D0528,B1782,ecommerce_delivery,319,340,28,F7374
D0528,B3923,ecommerce_delivery,343,368,47,F7429
D0528,B7694,ecommerce_delivery,370,404,93,F7505
D0528,S630,shop,406,414,1,E4618
D0528,S630,shop,414,422,1,E4605
D0528,B3644,delivery,423,431,1,E4449
D0536,A106,site,0,0,0,
D0536,B6937,ecommerce_delivery,97,115,17,F4264
D0536,B3609,ecommerce_delivery,121,132,4,F4254
D0536,B4154,ecommerce_delivery,140,156,13,F0461
D0536,B8024,ecommerce_delivery,161,180,22,F0503
D0536,B0341,ecommerce_delivery,221,235,9,F7339
D0536,B0630,ecommerce_delivery,274,287,7,F7345
D0536,B2473,ecommerce_delivery,302,315,6,F7387
D0536,S626,shop,364,373,2,E4533
D0536,S611,shop,377,385,1,E4332
D0536,B6621,ecommerce_delivery,415,428,8,F8969
D0544,A027,site,0,0,0,
D0544,B5153,ecommerce_delivery,175,195,23,F1172
D0544,B1202,ecommerce_delivery,227,246,23,F6601
D0544,B5606,ecommerce_delivery,256,267,5,F6649
D0544,B7199,ecommerce_delivery,338,346,1,F7496
D0544,B1799,ecommerce_delivery,358,369,4,F7375
D0544,S614,shop,438,447,2,E4387
D0544,S614,shop,447,455,1,E4392
D0544,B3644,delivery,456,464,1,E4495
D0544,B3644,delivery,464,474,2,E4413
D0552,A017,site,0,0,0,
D0552,B2540,ecommerce_delivery,230,243,7,F3532
D0552,B5668,ecommerce_delivery,268,278,3,F3593
D0552,B2824,ecommerce_delivery,344,358,8,F8751
D0552,B5277,ecommerce_delivery,377,401,38,F8781
D0552,B1365,ecommerce_delivery,406,425,21,F8928
D0552,S631,shop,476,490,9,E4638
D0560,A017,site,0,0,0,
D0560,B7695,ecommerce_delivery,215,236,29,F3630
D0560,B2628,ecommerce_delivery,238,265,54,F3535
D0560,B0384,ecommerce_delivery,316,328,7,F8716
D0560,B2169,ecommerce_delivery,357,379,31,F8934
D0560,B0942,ecommerce_delivery,385,413,57,F8722
D0560,B6960,ecommerce_delivery,416,435,23,F8804
D0560,S395,shop,537,552,12,E2932
D0568,A109,site,0,0,0,
D0568,B8566,ecommerce_delivery,210,226,13,F7520
D0568,B2643,ecommerce_delivery,231,262,75,F7396
D0568,B8961,ecommerce_delivery,324,336,5,F3652
D0568,B5029,ecommerce_delivery,339,348,2,F3577
D0568,B0290,ecommerce_delivery,387,402,12,F8920
D0568,B6376,ecommerce_delivery,407,424,15,F8968
D0576,A014,site,0,0,0,
D0576,B3206,ecommerce_delivery,98,119,31,F8945
D0576,B0525,ecommerce_delivery,156,171,12,F7344
D0576,B0684,ecommerce_delivery,179,201,31,F7347
D0576,B2485,ecommerce_delivery,205,216,4,F7388
D0576,B8258,ecommerce_delivery,232,240,1,F7513
D0576,B3156,ecommerce_delivery,248,256,1,F7406
D0576,B8112,ecommerce_delivery,313,335,31,F0505
D0576,B6668,ecommerce_delivery,360,376,14,F4263
D0576,B5558,ecommerce_delivery,408,423,11,F0476
D0576,S414,shop,517,525,1,E3006
D0584,A019,site,0,0,0,
D0584,B1504,ecommerce_delivery,152,166,9,F3513
D0584,B1676,ecommerce_delivery,184,194,3,F6605
D0584,B0914,ecommerce_delivery,220,239,21,F7355
D0584,B9053,ecommerce_delivery,248,261,7,F7524
D0584,S636,shop,268,276,1,E4706
D0584,B2794,delivery,368,376,1,E4366
D0584,B2436,ecommerce_delivery,384,406,34,F1143
D0592,A113,site,0,0,0,
D0592,B3830,ecommerce_delivery,221,232,4,F3561
D0592,B6184,ecommerce_delivery,239,255,15,F3605
D0592,B9019,ecommerce_delivery,319,341,30,F8993
D0592,B3910,ecommerce_delivery,342,356,8,F8952
D0592,B6779,ecommerce_delivery,365,375,3,F8799
D0592,B6212,ecommerce_delivery,436,455,23,F7477
D0600,A040,site,0,0,0,
D0600,B4706,ecommerce_delivery,99,123,41,F0467
D0600,B5740,ecommerce_delivery,133,147,9,F4261
D0600,B8950,ecommerce_delivery,159,176,16,F0515
D0600,B6873,ecommerce_delivery,261,273,5,F7491
D0600,B1197,ecommerce_delivery,281,297,13,F7359
D0600,B0140,ecommerce_delivery,346,357,4,F7334
D0600,S612,shop,372,380,1,E4343
D0600,S609,shop,385,397,5,E4324
D0600,B3158,delivery,402,410,1,E4346
D0600,B7324,delivery,412,420,1,E4354
D0600,B2794,delivery,429,437,1,E4531
D0600,B2794,delivery,437,446,2,E4365
D0600,B2794,delivery,446,454,1,E4611
D0608,A021,site,0,0,0,
D0608,B0772,ecommerce_delivery,152,172,27,F6597
D0608,B1385,ecommerce_delivery,234,251,16,F7364
D0608,B0356,ecommerce_delivery,343,363,24,F1120
D0608,B2475,ecommerce_delivery,366,390,41,F1144
D0608,S616,shop,400,410,3,E4414
D0608,B7694,delivery,411,421,2,E4507
D0608,S630,shop,422,430,1,E4617
D0608,B2451,delivery,432,440,1,E4443
D0616,A114,site,0,0,0,
D0616,B0045,ecommerce_delivery,136,157,28,F1115
D0616,B1524,ecommerce_delivery,163,193,71,F1132
D0616,B1140,ecommerce_delivery,224,238,10,F6600
D0616,B5440,ecommerce_delivery,277,296,24,F6647
D0616,B4239,ecommerce_delivery,337,355,18,F7439
D0616,S621,shop,439,448,2,E4491
D0616,S615,shop,449,457,1,E4404
D0616,B7694,delivery,458,466,1,E4519
D0616,S611,shop,468,476,1,E4336
D0616,B3253,delivery,479,489,3,E4656
D0624,A062,site,0,0,0,
D0624,B7832,ecommerce_delivery,174,186,5,F8986
D0624,B9042,ecommerce_delivery,260,273,7,F7523
D0624,B5079,ecommerce_delivery,285,295,3,F7454
D0624,B7842,ecommerce_delivery,337,353,13,F6671
D0624,B3664,ecommerce_delivery,365,380,11,F3559
D0632,A086,site,0,0,0,
D0632,B6075,ecommerce_delivery,112,127,10,F0480
D0632,B1081,ecommerce_delivery,159,183,42,F1127
D0632,B8418,ecommerce_delivery,252,266,10,F3643
D0632,B3172,ecommerce_delivery,339,361,31,F7407
D0632,S622,shop,450,458,1,E4513
D0632,S614,shop,459,469,3,E4386
D0632,B3644,delivery,470,481,4,E4497
D0640,A066,site,0,0,0,
D0640,S421,shop,213,228,12,E3088
D0640,B7597,ecommerce_delivery,383,399,14,F7504
D0640,B3644,ecommerce_delivery,403,427,43,F7422
D0640,B0841,ecommerce_delivery,431,446,10,F7350
D0640,B2451,ecommerce_delivery,449,463,8,F7386
D0640,B1323,ecommerce_delivery,497,517,27,F8927
D0640,B6026,ecommerce_delivery,537,550,6,F8965
D0648,A039,site,0,0,0,
D0648,B0232,ecommerce_delivery,129,155,49,F1118
D0648,B2794,ecommerce_delivery,172,193,29,F1150
D0648,B5157,ecommerce_delivery,251,266,11,F3580
D0648,B7387,ecommerce_delivery,311,326,11,F7502
D0648,B3850,ecommerce_delivery,329,343,8,F7428
D0648,S617,shop,413,429,14,E4433
D0648,B7694,delivery,430,439,2,E4550
D0648,B3253,delivery,440,453,8,E4643
D0648,B2451,delivery,455,466,4,E4640
D0648,S629,shop,468,477,2,E4572
D0656,A109,site,0,0,0,
D0656,B5323,ecommerce_delivery,200,215,11,F8962
D0656,B6254,ecommerce_delivery,226,241,12,F8792
D0656,B5417,ecommerce_delivery,266,283,16,F3588
D0656,B3652,ecommerce_delivery,345,375,68,F7423
D0656,S630,shop,381,391,2,E4608
D0664,A004,site,0,0,0,
D0664,B7354,ecommerce_delivery,89,107,20,F0495
D0664,B4476,ecommerce_delivery,109,126,16,F0463
D0664,B6899,ecommerce_delivery,164,179,10,F1185
D0664,B0746,ecommerce_delivery,224,236,5,F6596
D0664,B4637,ecommerce_delivery,245,262,15,F6640
D0664,B2950,ecommerce_delivery,309,322,6,F7402
D0664,B6707,ecommerce_delivery,330,343,6,F7487
D0664,S612,shop,409,418,2,E4357
D0664,S614,shop,420,430,2,E4391
D0664,S629,shop,431,439,1,E4568
D0664,S629,shop,439,447,1,E4599
D0664,B4435,delivery,447,456,2,E4451
D0664,B3644,delivery,457,465,1,E4428
D0664,B3644,delivery,465,474,2,E4534
D0672,A113,site,0,0,0,
D0672,B7307,ecommerce_delivery,245,254,2,F3624
D0672,B4233,ecommerce_delivery,269,282,6,F3567
D0672,B1778,ecommerce_delivery,338,354,14,F8735
D0672,B3002,ecommerce_delivery,371,395,41,F8754
D0672,B1859,ecommerce_delivery,407,417,3,F8931
D0672,B4856,ecommerce_delivery,422,438,14,F8958
D0672,S448,shop,520,529,2,E3270
D0680,A071,site,0,0,0,
D0680,B2638,ecommerce_delivery,202,222,26,F3536
D0680,B7202,ecommerce_delivery,226,238,5,F3622
D0680,B2130,ecommerce_delivery,287,308,27,F7381
D0680,B4955,ecommerce_delivery,310,331,30,F7452
